"時間軸（年次） コード","時間軸（年次）","全国，都道府県，市区町村 コード","全国，都道府県，市区町村","/表章事項","2015年（平成27年）の人口（組替）【人】","世帯数【世帯】","2015年（平成27年）の世帯数（組替）【世帯】","5年間の人口増減数【人】","5年間の人口増減率【％】","5年間の世帯増減数【世帯】","5年間の世帯増減率【％】","人口性比","面積（参考）【km2】","人口密度【1km2当たり】"
"2020000000","2020年","04505","美里町","","24,852","8,533","8,343","-841","-3.38403","190","2.27736","93.69958","74.99","320.2"
"2020000000","2020年","04581","女川町","","6,334","3,165","3,154","98","1.54721","11","0.34876","108.76339","65.35","98.4"
"2020000000","2020年","04606","南三陸町","","12,370","4,283","4,041","-140","-1.13177","242","5.98862","95.18034","163.40","74.8"
"2020000000","2020年","05000","秋田県","","1,023,119","385,422","388,560","-63,006","-6.15823","-3,138","-0.80760","89.13489","11,637.52","82.5"
"2020000000","2020年","05201","秋田市","","315,814","136,942","135,318","-7,929","-2.51066","1,624","1.20014","89.51201","906.07","339.8"
"2020000000","2020年","05202","能代市","","54,730","21,220","22,371","-4,725","-8.63329","-1,151","-5.14505","84.58160","426.95","117.1"
"2020000000","2020年","05203","横手市","","92,197","31,099","31,463","-6,613","-7.17268","-364","-1.15691","89.14427","692.80","123.5"
"2020000000","2020年","05204","大館市","","74,175","27,999","28,242","-4,895","-6.59926","-243","-0.86042","88.65047","913.22","75.9"
"2020000000","2020年","05206","男鹿市","","28,375","10,491","11,147","-3,200","-11.27753","-656","-5.88499","89.00150","241.09","104.4"
"2020000000","2020年","05207","湯沢市","","46,613","15,686","16,384","-4,517","-9.69043","-698","-4.26025","91.48472","790.91","53.2"
"2020000000","2020年","05209","鹿角市","","32,038","10,979","11,508","-2,931","-9.14851","-529","-4.59680","88.63901","707.52","41.1"
"2020000000","2020年","05210","由利本荘市","","79,927","28,313","28,349","-5,164","-6.46090","-36","-0.12699","92.17798","1,209.59","61.8"
"2020000000","2020年","05211","潟上市","","33,083","12,279","12,023","-1,340","-4.05042","256","2.12925","89.35218","97.72","324.8"
"2020000000","2020年","05212","大仙市","","82,783","28,429","28,198","-5,068","-6.12203","231","0.81921","87.64034","866.79","89.7"
"2020000000","2020年","05213","北秋田市","","33,224","12,079","12,222","-3,007","-9.05069","-143","-1.17002","88.24446","1,152.76","26.2"
"2020000000","2020年","05214","にかほ市","","25,324","8,632","8,804","-1,869","-7.38035","-172","-1.95366","91.87664","241.13","97.3"
"2020000000","2020年","05215","仙北市","","27,523","9,247","9,594","-2,894","-10.51484","-347","-3.61684","86.17431","1,093.56","22.5"
"2020000000","2020年","05303","小坂町","","5,339","2,044","2,168","-559","-10.47013","-124","-5.71956","87.59812","201.70","23.7"
"2020000000","2020年","05327","上小阿仁村","","2,381","831","918","-312","-13.10374","-87","-9.47712","91.21996","256.72","8.1"
"2020000000","2020年","05346","藤里町","","3,359","1,124","1,215","-461","-13.72432","-91","-7.48971","91.03494","282.13","10.3"
"2020000000","2020年","05348","三種町","","17,078","5,749","6,010","-1,812","-10.61014","-261","-4.34276","85.49210","247.98","61.6"
